ts_code,name,industry,board,晋阶,limit_times,advance_stage,trade_date,limit_type,close,up_limit,down_limit,open_times,fd_amount,first_time,last_time,up_stat,turnover_ratio,amount,float_mv,total_mv,seal_amount,stage_quality_weight,stage_risk_weight,stage_prior,stage_source,trade_date_intraday,minute_freq,minute_rows,has_minute_data,first_limit_time,last_limit_time,limit_touch_count,open_board_count,max_drawdown_after_limit,reseal_count,reseal_minutes_avg,reseal_speed_score,reseal_acceptance_score,intraday_vwap,intraday_vwap_position,late_volume_ratio,late_price_change_pct,late_price_weakness,late_limit_hold_minutes,late_withdraw_score,limitup_path_score,limitup_quality_score,intraday_risk_score,intraday_tag,intraday_available,_matched_key,limitup_quality_is_default,limitup_quality_score_raw,intraday_risk_is_default,intraday_risk_score_raw,late_withdraw_is_default,late_withdraw_score_raw,reseal_is_default,reseal_score_raw,reseal_score,open_board_count_is_default,open_board_count_raw,seal_stability_score,auction_strength_is_default,auction_strength_score_raw,auction_strength_score,auction_real_volume_score,volatility_risk_score,open_board_risk_score,weak_reseal_risk_score,auction_fake_strength_score,intraday_source_date,intraday_feature_version,intraday_matched_key,intraday_status,intraday_data_status,intraday_missing_reason,auction_available,auction_data_status,intraday_quality_score,intraday_soft_risk_score,intraday_hard_risk_flag,intraday_confidence_score,intraday_bonus,intraday_risk_penalty,intraday_soft_risk_penalty,intraday_hard_risk_penalty,intraday_total_penalty,risk_level,risk_label,risk_tags
002185.SZ,华天科技,半导体,半导体,1→2,1.0,1→2,20260709,U,23.73,23.73,19.41,0,1113069413.0,101130,101130,2/3,13.91,10507678208.0,78846526193.61,78864842407.68,1113069413.0,0.78,0.035,0.16,limit_list_d,,,,,,,,0.0,,,,,,,,,,,,0.0,,0.55,0.0,,0.0,,1,,1,,1,,1,,0.5,1,,0.5,1,,0.5,0.5,0.0,0.0,0.5,0.0,,,,missing_stock,missing_stock,stock not covered by intraday_features.csv,1,ok,0.6900000000000001,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,中,分时缺失,分时缺失
002208.SZ,合肥城建,房地产开发,房地产开发,1→2,1.0,1→2,20260709,U,19.12,19.12,15.64,0,236162209.0,93006,93006,1/1,2.61,400765344.0,15354741745.04,15358940898.56,236162209.0,0.78,0.035,0.16,limit_list_d,,,,,,,,0.0,,,,,,,,,,,,0.0,,0.55,0.0,,0.0,,1,,1,,1,,1,,0.5,1,,0.5,1,,0.5,0.5,0.0,0.0,0.5,0.0,,,,missing_stock,missing_stock,stock not covered by intraday_features.csv,1,ok,0.6900000000000001,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,中,分时缺失,分时缺失
002274.SZ,华昌化工,化学原料,化学原料,1→2,1.0,1→2,20260709,U,5.43,5.43,4.45,4,33338571.0,93003,95027,1/1,4.09,207448436.0,5092520775.9,5171339995.2,33338571.0,0.78,0.035,0.16,limit_list_d,,,,,,,,0.0,,,,,,,,,,,,0.0,,0.55,0.0,,0.0,,1,,1,,1,,1,,0.5,1,,0.5,1,,0.5,0.5,0.0,0.0,0.5,0.0,,,,missing_stock,missing_stock,stock not covered by intraday_features.csv,1,ok,0.6900000000000001,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,中,分时缺失,分时缺失
002281.SZ,光迅科技,通信设备,通信设备,1→2,1.0,1→2,20260709,U,238.49,238.49,195.13,2,317814158.0,135224,135609,1/1,6.11,10865104896.0,186141051968.48,197365986389.6,317814158.0,0.78,0.035,0.16,limit_list_d,,,,,,,,0.0,,,,,,,,,,,,0.0,,0.55,0.0,,0.0,,1,,1,,1,,1,,0.5,1,,0.5,1,,0.5,0.5,0.0,0.0,0.5,0.0,,,,missing_stock,missing_stock,stock not covered by intraday_features.csv,1,ok,0.6900000000000001,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,中,分时缺失,分时缺失
002346.SZ,柘中股份,电网设备,电网设备,1→2,1.0,1→2,20260709,U,19.83,19.83,16.23,1,98466162.0,93303,93312,1/1,0.78,59937006.0,7775610209.25,8756440657.92,98466162.0,0.78,0.035,0.16,limit_list_d,,,,,,,,0.0,,,,,,,,,,,,0.0,,0.55,0.0,,0.0,,1,,1,,1,,1,,0.5,1,,0.5,1,,0.5,0.5,0.0,0.0,0.5,0.0,,,,missing_stock,missing_stock,stock not covered by intraday_features.csv,1,ok,0.6900000000000001,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,中,分时缺失,分时缺失
002364.SZ,中恒电气,其他电源,其他电源,1→2,1.0,1→2,20260709,U,54.42,54.42,44.52,4,102130014.0,134457,135145,1/1,10.06,2911533808.0,30372006619.2,30669205123.2,102130014.0,0.78,0.035,0.16,limit_list_d,,,,,,,,0.0,,,,,,,,,,,,0.0,,0.55,0.0,,0.0,,1,,1,,1,,1,,0.5,1,,0.5,1,,0.5,0.5,0.0,0.0,0.5,0.0,,,,missing_stock,missing_stock,stock not covered by intraday_features.csv,1,ok,0.6900000000000001,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,中,分时缺失,分时缺失
002384.SZ,东山精密,元件,元件,1→2,1.0,1→2,20260709,U,261.32,261.32,213.8,0,424774614.0,144233,144233,1/1,8.1,27786395392.0,362273592654.36,478635681307.52,424774614.0,0.78,0.035,0.16,limit_list_d,,,,,,,,0.0,,,,,,,,,,,,0.0,,0.55,0.0,,0.0,,1,,1,,1,,1,,0.5,1,,0.5,1,,0.5,0.5,0.0,0.0,0.5,0.0,,,,missing_stock,missing_stock,stock not covered by intraday_features.csv,1,ok,0.6900000000000001,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,中,分时缺失,分时缺失
002409.SZ,雅克科技,半导体,半导体,1→2,1.0,1→2,20260709,U,209.0,209.0,171.0,0,317634229.0,134003,134003,1/1,10.53,6743197952.0,66571254123.0,99468885120.0,317634229.0,0.78,0.035,0.16,limit_list_d,,,,,,,,0.0,,,,,,,,,,,,0.0,,0.55,0.0,,0.0,,1,,1,,1,,1,,0.5,1,,0.5,1,,0.5,0.5,0.0,0.0,0.5,0.0,,,,missing_stock,missing_stock,stock not covered by intraday_features.csv,1,ok,0.6900000000000001,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,中,分时缺失,分时缺失
002414.SZ,高德红外,军工电子,军工电子,1→2,1.0,1→2,20260709,U,13.31,13.31,10.89,0,721787044.0,92500,92500,1/1,0.61,276639984.0,45235531456.61,56843497650.72,721787044.0,0.78,0.035,0.16,limit_list_d,,,,,,,,0.0,,,,,,,,,,,,0.0,,0.55,0.0,,0.0,,1,,1,,1,,1,,0.5,1,,0.5,1,,0.5,0.5,0.0,0.0,0.5,0.0,,,,missing_stock,missing_stock,stock not covered by intraday_features.csv,1,ok,0.6900000000000001,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,中,分时缺失,分时缺失
002436.SZ,兴森科技,元件,元件,1→2,1.0,1→2,20260709,U,44.45,44.45,36.37,0,46210220.0,144548,144548,1/1,7.52,4871222016.0,67472007657.95,75550490097.6,46210220.0,0.78,0.035,0.16,limit_list_d,,,,,,,,0.0,,,,,,,,,,,,0.0,,0.55,0.0,,0.0,,1,,1,,1,,1,,0.5,1,,0.5,1,,0.5,0.5,0.0,0.0,0.5,0.0,,,,missing_stock,missing_stock,stock not covered by intraday_features.csv,1,ok,0.6900000000000001,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,中,分时缺失,分时缺失
002490.SZ,山东墨龙,专用设备,专用设备,2→3,2.0,2→3,20260709,U,7.67,7.67,6.27,0,43475861.0,110403,110403,2/2,16.88,680389584.0,4155007740.0,6119497228.0,43475861.0,0.92,0.015,0.35,limit_list_d,,,,,,,,0.0,,,,,,,,,,,,0.0,,0.55,0.0,,0.0,,1,,1,,1,,1,,0.5,1,,0.5,1,,0.5,0.5,0.0,0.0,0.5,0.0,,,,missing_stock,missing_stock,stock not covered by intraday_features.csv,1,ok,0.6900000000000001,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,中,分时缺失,分时缺失
002552.SZ,宝鼎科技,元件,元件,1→2,1.0,1→2,20260709,U,64.54,64.54,52.8,1,77377006.0,93103,105500,1/1,3.35,790117664.0,23783202272.06,25040573069.12,77377006.0,0.78,0.035,0.16,limit_list_d,,,,,,,,0.0,,,,,,,,,,,,0.0,,0.55,0.0,,0.0,,1,,1,,1,,1,,0.5,1,,0.5,1,,0.5,0.5,0.0,0.0,0.5,0.0,,,,missing_stock,missing_stock,stock not covered by intraday_features.csv,1,ok,0.6900000000000001,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,中,分时缺失,分时缺失
002579.SZ,中京电子,元件,元件,1→2,1.0,1→2,20260709,U,18.06,18.06,14.78,1,118165532.0,93833,133815,1/1,17.61,1812773264.0,10536418805.64,11063892349.44,118165532.0,0.78,0.035,0.16,limit_list_d,,,,,,,,0.0,,,,,,,,,,,,0.0,,0.55,0.0,,0.0,,1,,1,,1,,1,,0.5,1,,0.5,1,,0.5,0.5,0.0,0.0,0.5,0.0,,,,missing_stock,missing_stock,stock not covered by intraday_features.csv,1,ok,0.6900000000000001,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,中,分时缺失,分时缺失
002632.SZ,道明光学,塑料,塑料,1→2,1.0,1→2,20260709,U,9.15,9.15,7.49,0,34946595.0,93000,93000,1/1,2.78,146305755.0,5255995713.15,5715081655.2,34946595.0,0.78,0.035,0.16,limit_list_d,,,,,,,,0.0,,,,,,,,,,,,0.0,,0.55,0.0,,0.0,,1,,1,,1,,1,,0.5,1,,0.5,1,,0.5,0.5,0.0,0.0,0.5,0.0,,,,missing_stock,missing_stock,stock not covered by intraday_features.csv,1,ok,0.6900000000000001,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,中,分时缺失,分时缺失
002677.SZ,浙江美大,厨卫电器,厨卫电器,2→3,2.0,2→3,20260709,U,7.23,7.23,5.91,0,56860154.0,94118,94118,3/5,2.78,107694056.0,3987416215.5,4670953415.04,56860154.0,0.92,0.015,0.35,limit_list_d,,,,,,,,0.0,,,,,,,,,,,,0.0,,0.55,0.0,,0.0,,1,,1,,1,,1,,0.5,1,,0.5,1,,0.5,0.5,0.0,0.0,0.5,0.0,,,,missing_stock,missing_stock,stock not covered by intraday_features.csv,1,ok,0.6900000000000001,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,中,分时缺失,分时缺失
002745.SZ,木林森,光学光电,光学光电,1→2,1.0,1→2,20260709,U,12.72,12.72,10.4,0,202101923.0,93512,93512,1/1,4.61,614235264.0,13535212130.88,18878596608.0,202101923.0,0.78,0.035,0.16,limit_list_d,,,,,,,,0.0,,,,,,,,,,,,0.0,,0.55,0.0,,0.0,,1,,1,,1,,1,,0.5,1,,0.5,1,,0.5,0.5,0.0,0.0,0.5,0.0,,,,missing_stock,missing_stock,stock not covered by intraday_features.csv,1,ok,0.6900000000000001,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,中,分时缺失,分时缺失
002815.SZ,崇达技术,元件,元件,1→2,1.0,1→2,20260709,U,17.15,17.15,14.03,0,258244700.0,130106,130106,2/4,10.16,1315134400.0,13327985540.1,21165695275.2,258244700.0,0.78,0.035,0.16,limit_list_d,,,,,,,,0.0,,,,,,,,,,,,0.0,,0.55,0.0,,0.0,,1,,1,,1,,1,,0.5,1,,0.5,1,,0.5,0.5,0.0,0.0,0.5,0.0,,,,missing_stock,missing_stock,stock not covered by intraday_features.csv,1,ok,0.6900000000000001,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,中,分时缺失,分时缺失
002829.SZ,星网宇达,航天装备,航天装备,1→2,1.0,1→2,20260709,U,17.73,17.73,14.51,0,62641863.0,93000,93000,1/1,2.5,64762359.0,2589511250.52,3684460555.62,62641863.0,0.78,0.035,0.16,limit_list_d,,,,,,,,0.0,,,,,,,,,,,,0.0,,0.55,0.0,,0.0,,1,,1,,1,,1,,0.5,1,,0.5,1,,0.5,0.5,0.0,0.0,0.5,0.0,,,,missing_stock,missing_stock,stock not covered by intraday_features.csv,1,ok,0.6900000000000001,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,中,分时缺失,分时缺失
002841.SZ,视源股份,消费电子,消费电子,3→4,3.0,3→4,20260709,U,52.13,52.13,42.65,69,8518042.0,100642,145054,3/3,9.72,2546645776.0,27177738099.98,36448594538.72,8518042.0,1.1,0.0,0.43,limit_list_d,,,,,,,,0.0,,,,,,,,,,,,0.0,,0.55,0.0,,0.0,,1,,1,,1,,1,,0.5,1,,0.5,1,,0.5,0.5,0.0,0.0,0.5,0.0,,,,missing_stock,missing_stock,stock not covered by intraday_features.csv,1,ok,0.6900000000000001,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,中,分时缺失,分时缺失
002845.SZ,同兴达,光学光电,光学光电,1→2,1.0,1→2,20260709,U,16.05,16.05,13.13,0,105905587.0,93212,93212,1/1,5.61,221385352.0,4016261333.55,5257204977.6,105905587.0,0.78,0.035,0.16,limit_list_d,,,,,,,,0.0,,,,,,,,,,,,0.0,,0.55,0.0,,0.0,,1,,1,,1,,1,,0.5,1,,0.5,1,,0.5,0.5,0.0,0.0,0.5,0.0,,,,missing_stock,missing_stock,stock not covered by intraday_features.csv,1,ok,0.6900000000000001,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,中,分时缺失,分时缺失
002851.SZ,麦格米特,其他电源,其他电源,1→2,1.0,1→2,20260709,U,159.59,159.59,130.57,2,242202242.0,134642,135339,1/1,9.7,6948665600.0,73132422476.49,92847490744.32,242202242.0,0.78,0.035,0.16,limit_list_d,,,,,,,,0.0,,,,,,,,,,,,0.0,,0.55,0.0,,0.0,,1,,1,,1,,1,,0.5,1,,0.5,1,,0.5,0.5,0.0,0.0,0.5,0.0,,,,missing_stock,missing_stock,stock not covered by intraday_features.csv,1,ok,0.6900000000000001,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,中,分时缺失,分时缺失
002907.SZ,华森制药,中药Ⅱ,中药Ⅱ,1→2,1.0,1→2,20260709,U,14.36,14.36,11.75,0,89161340.0,130109,130109,1/1,3.71,173838298.0,4822327654.04,5996683155.2,89161340.0,0.78,0.035,0.16,limit_list_d,,,,,,,,0.0,,,,,,,,,,,,0.0,,0.55,0.0,,0.0,,1,,1,,1,,1,,0.5,1,,0.5,1,,0.5,0.5,0.0,0.0,0.5,0.0,,,,missing_stock,missing_stock,stock not covered by intraday_features.csv,1,ok,0.6900000000000001,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,中,分时缺失,分时缺失
002916.SZ,深南电路,元件,元件,1→2,1.0,1→2,20260709,U,442.56,442.56,362.1,14,76641213.0,140627,143924,1/1,2.33,6646521088.0,294218070192.0,301457086955.52,76641213.0,0.78,0.035,0.16,limit_list_d,,,,,,,,0.0,,,,,,,,,,,,0.0,,0.55,0.0,,0.0,,1,,1,,1,,1,,0.5,1,,0.5,1,,0.5,0.5,0.0,0.0,0.5,0.0,,,,missing_stock,missing_stock,stock not covered by intraday_features.csv,1,ok,0.6900000000000001,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,中,分时缺失,分时缺失
002975.SZ,博杰股份,自动化设,自动化设,1→2,1.0,1→2,20260709,U,121.35,121.35,99.29,0,49584944.0,140936,140936,1/1,6.67,1066363920.0,16667912632.65,25256664813.6,49584944.0,0.78,0.035,0.16,limit_list_d,,,,,,,,0.0,,,,,,,,,,,,0.0,,0.55,0.0,,0.0,,1,,1,,1,,1,,0.5,1,,0.5,1,,0.5,0.5,0.0,0.0,0.5,0.0,,,,missing_stock,missing_stock,stock not covered by intraday_features.csv,1,ok,0.6900000000000001,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,中,分时缺失,分时缺失
003018.SZ,金富科技,包装印刷,包装印刷,1→2,1.0,1→2,20260709,U,68.31,68.31,55.89,0,49415454.0,143545,143545,1/1,3.78,585105696.0,16215940125.0,17893804500.0,49415454.0,0.78,0.035,0.16,limit_list_d,,,,,,,,0.0,,,,,,,,,,,,0.0,,0.55,0.0,,0.0,,1,,1,,1,,1,,0.5,1,,0.5,1,,0.5,0.5,0.0,0.0,0.5,0.0,,,,missing_stock,missing_stock,stock not covered by intraday_features.csv,1,ok,0.6900000000000001,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,中,分时缺失,分时缺失
003020.SZ,立方制药,化学制药,化学制药,1→2,1.0,1→2,20260709,U,17.04,17.04,13.94,2,19175043.0,100551,130424,1/1,9.27,262757763.0,2872062265.2,3888845250.72,19175043.0,0.78,0.035,0.16,limit_list_d,,,,,,,,0.0,,,,,,,,,,,,0.0,,0.55,0.0,,0.0,,1,,1,,1,,1,,0.5,1,,0.5,1,,0.5,0.5,0.0,0.0,0.5,0.0,,,,missing_stock,missing_stock,stock not covered by intraday_features.csv,1,ok,0.6900000000000001,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,中,分时缺失,分时缺失
300469.SZ,信息发展,软件开发,软件开发,1→2,1.0,1→2,20260709,U,59.64,59.64,39.76,0,70223058.0,134142,134142,1/1,7.59,1076934736.0,14797506972.36,14804963463.36,70223058.0,0.78,0.035,0.16,limit_list_d,,,,,,,,0.0,,,,,,,,,,,,0.0,,0.55,0.0,,0.0,,1,,1,,1,,1,,0.5,1,,0.5,1,,0.5,0.5,0.0,0.0,0.5,0.0,,,,missing_stock,missing_stock,stock not covered by intraday_features.csv,1,ok,0.6900000000000001,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,中,分时缺失,分时缺失
300626.SZ,华瑞股份,电机Ⅱ,电机Ⅱ,1→2,1.0,1→2,20260709,U,33.35,33.35,22.23,0,11072200.0,102018,102018,1/1,6.0,336780704.0,5999715858.75,6003000000.0,11072200.0,0.78,0.035,0.16,limit_list_d,,,,,,,,0.0,,,,,,,,,,,,0.0,,0.55,0.0,,0.0,,1,,1,,1,,1,,0.5,1,,0.5,1,,0.5,0.5,0.0,0.0,0.5,0.0,,,,missing_stock,missing_stock,stock not covered by intraday_features.csv,1,ok,0.6900000000000001,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,中,分时缺失,分时缺失
301379.SZ,天山电子,光学光电,光学光电,1→2,1.0,1→2,20260709,U,36.97,36.97,24.65,2,96859699.0,93927,131145,1/1,18.92,1459118928.0,8047849386.65,10221760176.96,96859699.0,0.78,0.035,0.16,limit_list_d,,,,,,,,0.0,,,,,,,,,,,,0.0,,0.55,0.0,,0.0,,1,,1,,1,,1,,0.5,1,,0.5,1,,0.5,0.5,0.0,0.0,0.5,0.0,,,,missing_stock,missing_stock,stock not covered by intraday_features.csv,1,ok,0.6900000000000001,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,中,分时缺失,分时缺失
301607.SZ,富特科技,汽车零部件,汽车零部件,1→2,1.0,1→2,20260709,U,57.37,57.37,38.25,0,104863811.0,143809,143809,1/1,13.24,1060171712.0,8708265561.49,13431965182.73,104863811.0,0.78,0.035,0.16,limit_list_d,,,,,,,,0.0,,,,,,,,,,,,0.0,,0.55,0.0,,0.0,,1,,1,,1,,1,,0.5,1,,0.5,1,,0.5,0.5,0.0,0.0,0.5,0.0,,,,missing_stock,missing_stock,stock not covered by intraday_features.csv,1,ok,0.6900000000000001,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,中,分时缺失,分时缺失
600206.SH,有研新材,半导体,半导体,1→2,1.0,1→2,20260709,U,59.38,59.38,48.58,0,319108120.0,132623,132623,2/3,15.57,7555888640.0,50268336854.16,50268336616.64,319108120.0,0.78,0.035,0.16,limit_list_d,,,,,,,,0.0,,,,,,,,,,,,0.0,,0.55,0.0,,0.0,,1,,1,,1,,1,,0.5,1,,0.5,1,,0.5,0.5,0.0,0.0,0.5,0.0,,,,missing_stock,missing_stock,stock not covered by intraday_features.csv,1,ok,0.6900000000000001,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,中,分时缺失,分时缺失
