ts_code,name,industry,board,晋阶,limit_times,advance_stage,trade_date,limit_type,close,up_limit,down_limit,open_times,fd_amount,first_time,last_time,up_stat,turnover_ratio,amount,float_mv,total_mv,seal_amount,stage_quality_weight,stage_risk_weight,stage_prior,stage_source,trade_date_intraday,minute_freq,minute_rows,has_minute_data,first_limit_time,last_limit_time,limit_touch_count,open_board_count,max_drawdown_after_limit,reseal_count,reseal_minutes_avg,reseal_speed_score,reseal_acceptance_score,intraday_vwap,intraday_vwap_position,late_volume_ratio,late_price_change_pct,late_price_weakness,late_limit_hold_minutes,late_withdraw_score,limitup_path_score,limitup_quality_score,intraday_risk_score,intraday_tag,intraday_available,_matched_key,limitup_quality_is_default,limitup_quality_score_raw,intraday_risk_is_default,intraday_risk_score_raw,late_withdraw_is_default,late_withdraw_score_raw,reseal_is_default,reseal_score_raw,reseal_score,open_board_count_is_default,open_board_count_raw,seal_stability_score,auction_strength_is_default,auction_strength_score_raw,auction_strength_score,auction_real_volume_score,volatility_risk_score,open_board_risk_score,weak_reseal_risk_score,auction_fake_strength_score,intraday_source_date,intraday_feature_version,intraday_matched_key,intraday_status,intraday_data_status,intraday_missing_reason,auction_available,auction_data_status,intraday_quality_score,intraday_soft_risk_score,intraday_hard_risk_flag,intraday_confidence_score,intraday_bonus,intraday_risk_penalty,intraday_soft_risk_penalty,intraday_hard_risk_penalty,intraday_total_penalty,risk_level,risk_label,risk_tags
600749.SH,西藏旅游,旅游及景,旅游及景,1→2,1.0,1→2,20260708,U,15.33,15.33,12.55,3,37402134.0,93015,93725,1/1,7.56,262019684.0,3479381375.61,3479381375.61,37402134.0,0.78,0.035,0.16,limit_list_d,,,,,,,,0.0,,,,,,,,,,,,0.0,,0.55,0.0,,0.0,,1,,1,,1,,1,,0.5,1,,0.5,1,,0.5,0.5,0.0,0.0,0.5,0.0,,,,missing_stock,missing_stock,stock not covered by intraday_features.csv,1.0,ok,0.6900000000000001,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,中,分时缺失,分时缺失
600756.SH,浪潮软件,IT服务Ⅱ,IT服务Ⅱ,1→2,1.0,1→2,20260708,U,13.23,13.23,10.83,0,152156338.0,93000,93000,1/1,1.85,79030575.0,4287826502.19,4625588388.96,152156338.0,0.78,0.035,0.16,limit_list_d,,,,,,,,0.0,,,,,,,,,,,,0.0,,0.55,0.0,,0.0,,1,,1,,1,,1,,0.5,1,,0.5,1,,0.5,0.5,0.0,0.0,0.5,0.0,,,,missing_stock,missing_stock,stock not covered by intraday_features.csv,1.0,ok,0.6900000000000001,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,中,分时缺失,分时缺失
603137.SH,恒尚节能,装修装饰,装修装饰,7→8,7.0,7→8,20260708,U,22.91,22.91,18.75,1,47436208.0,92503,142306,7/7,25.54,1070203840.0,4191002681.94,4191002681.94,47436208.0,0.72,0.16,0.35,limit_list_d,,,,,,,,0.0,,,,,,,,,,,,0.0,,0.55,0.0,,0.0,,1,,1,,1,,1,,0.5,1,,0.5,1,,0.5,0.5,0.0,0.0,0.5,0.0,,,,missing_stock,missing_stock,stock not covered by intraday_features.csv,1.0,ok,0.6900000000000001,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,中,分时缺失,分时缺失
603183.SH,建研院,专业服务,专业服务,1→2,1.0,1→2,20260708,U,4.05,4.05,3.31,1,20742569.0,130652,132325,1/1,11.26,221499679.0,2013470666.55,2013470654.4,20742569.0,0.78,0.035,0.16,limit_list_d,,,,,,,,0.0,,,,,,,,,,,,0.0,,0.55,0.0,,0.0,,1,,1,,1,,1,,0.5,1,,0.5,1,,0.5,0.5,0.0,0.0,0.5,0.0,,,,missing_stock,missing_stock,stock not covered by intraday_features.csv,1.0,ok,0.6900000000000001,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,中,分时缺失,分时缺失
603285.SH,键邦股份,化学制品,化学制品,1→2,1.0,1→2,20260708,U,48.42,48.42,39.62,0,110983482.0,141734,141734,1/1,14.34,415696560.0,3016410087.6,7747200000.0,110983482.0,0.78,0.035,0.16,limit_list_d,,,,,,,,0.0,,,,,,,,,,,,0.0,,0.55,0.0,,0.0,,1,,1,,1,,1,,0.5,1,,0.5,1,,0.5,0.5,0.0,0.0,0.5,0.0,,,,missing_stock,missing_stock,stock not covered by intraday_features.csv,1.0,ok,0.6900000000000001,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,中,分时缺失,分时缺失
603296.SH,华勤技术,消费电子,消费电子,1→2,1.0,1→2,20260708,U,78.29,78.29,64.05,1,73445336.0,93030,112033,1/1,6.22,3853722384.0,62522084832.79,118703411990.24,73445336.0,0.78,0.035,0.16,limit_list_d,,,,,,,,0.0,,,,,,,,,,,,0.0,,0.55,0.0,,0.0,,1,,1,,1,,1,,0.5,1,,0.5,1,,0.5,0.5,0.0,0.0,0.5,0.0,,,,missing_stock,missing_stock,stock not covered by intraday_features.csv,1.0,ok,0.6900000000000001,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,中,分时缺失,分时缺失
603313.SH,梦百合,家居用品,家居用品,1→2,1.0,1→2,20260708,U,7.06,7.06,5.78,0,121222402.0,141101,141101,1/1,7.8,302695952.0,4028343408.1,4028343372.8,121222402.0,0.78,0.035,0.16,limit_list_d,,,,,,,,0.0,,,,,,,,,,,,0.0,,0.55,0.0,,0.0,,1,,1,,1,,1,,0.5,1,,0.5,1,,0.5,0.5,0.0,0.0,0.5,0.0,,,,missing_stock,missing_stock,stock not covered by intraday_features.csv,1.0,ok,0.6900000000000001,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,中,分时缺失,分时缺失
603339.SH,四方科技,通用设备,通用设备,1→2,1.0,1→2,20260708,U,15.47,15.47,12.65,2,80852469.0,105711,130441,1/1,10.95,510046752.0,4787054977.25,4787054868.96,80852469.0,0.78,0.035,0.16,limit_list_d,,,,,,,,0.0,,,,,,,,,,,,0.0,,0.55,0.0,,0.0,,1,,1,,1,,1,,0.5,1,,0.5,1,,0.5,0.5,0.0,0.0,0.5,0.0,,,,missing_stock,missing_stock,stock not covered by intraday_features.csv,1.0,ok,0.6900000000000001,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,中,分时缺失,分时缺失
603380.SH,易德龙,消费电子,消费电子,1→2,1.0,1→2,20260708,U,47.29,47.29,38.69,0,69213644.0,93049,93049,1/1,3.1,234069447.0,7587264348.0,7587264348.0,69213644.0,0.78,0.035,0.16,limit_list_d,,,,,,,,0.0,,,,,,,,,,,,0.0,,0.55,0.0,,0.0,,1,,1,,1,,1,,0.5,1,,0.5,1,,0.5,0.5,0.0,0.0,0.5,0.0,,,,missing_stock,missing_stock,stock not covered by intraday_features.csv,1.0,ok,0.6900000000000001,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,中,分时缺失,分时缺失
603496.SH,恒为科技,计算机设,计算机设,1→2,1.0,1→2,20260708,U,24.54,24.54,20.08,0,126887775.0,93723,93723,1/1,4.21,324898800.0,7857934823.22,7857934945.92,126887775.0,0.78,0.035,0.16,limit_list_d,,,,,,,,0.0,,,,,,,,,,,,0.0,,0.55,0.0,,0.0,,1,,1,,1,,1,,0.5,1,,0.5,1,,0.5,0.5,0.0,0.0,0.5,0.0,,,,missing_stock,missing_stock,stock not covered by intraday_features.csv,1.0,ok,0.6900000000000001,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,中,分时缺失,分时缺失
603661.SH,恒林股份,家居用品,家居用品,1→2,1.0,1→2,20260708,U,42.67,42.67,34.91,1,18350660.0,111131,111210,1/1,8.92,518375872.0,5933990212.77,5933990212.77,18350660.0,0.78,0.035,0.16,limit_list_d,,,,,,,,0.0,,,,,,,,,,,,0.0,,0.55,0.0,,0.0,,1,,1,,1,,1,,0.5,1,,0.5,1,,0.5,0.5,0.0,0.0,0.5,0.0,,,,missing_stock,missing_stock,stock not covered by intraday_features.csv,1.0,ok,0.6900000000000001,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,中,分时缺失,分时缺失
603881.SH,数据港,通信服务,通信服务,1→2,1.0,1→2,20260708,U,24.21,24.21,19.81,0,162789662.0,103146,103146,1/1,4.89,994571280.0,20870288579.79,20870288604.0,162789662.0,0.78,0.035,0.16,limit_list_d,,,,,,,,0.0,,,,,,,,,,,,0.0,,0.55,0.0,,0.0,,1,,1,,1,,1,,0.5,1,,0.5,1,,0.5,0.5,0.0,0.0,0.5,0.0,,,,missing_stock,missing_stock,stock not covered by intraday_features.csv,1.0,ok,0.6900000000000001,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,中,分时缺失,分时缺失
603928.SH,兴业股份,塑料,塑料,1→2,1.0,1→2,20260708,U,16.36,16.36,13.38,1,103898760.0,94438,95423,5/9,14.39,782897088.0,5573917440.0,5573917440.0,103898760.0,0.78,0.035,0.16,limit_list_d,,,,,,,,0.0,,,,,,,,,,,,0.0,,0.55,0.0,,0.0,,1,,1,,1,,1,,0.5,1,,0.5,1,,0.5,0.5,0.0,0.0,0.5,0.0,,,,missing_stock,missing_stock,stock not covered by intraday_features.csv,1.0,ok,0.6900000000000001,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,中,分时缺失,分时缺失
920857.BJ,泓禧科技,消费电子,消费电子,1→2,1.0,1→2,20260708,U,19.0,19.0,10.24,0,16239870.0,110318,110318,1/1,8.45,110013248.0,1406135888.0,1406135888.0,16239870.0,0.78,0.035,0.16,limit_list_d,,,,,,,,0.0,,,,,,,,,,,,0.0,,0.55,0.0,,0.0,,1,,1,,1,,1,,0.5,1,,0.5,1,,0.5,0.5,0.0,0.0,0.5,0.0,,,,missing_stock,missing_stock,stock not covered by intraday_features.csv,1.0,ok,0.6900000000000001,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,中,分时缺失,分时缺失
